end_to_end	chemical_ner	gene_ner	text
None	O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	For a chlorocyclodiene and two organophosphates tested , the resistance ratios ( RR ) at LC50 were in the range of 5.60 - 22.02 fold for endosulfan , 7.66 - 23.24 fold for profenofos and 2.47 - 7.44 fold for chlorpyrifos .
None	O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	For two pyrethroids and one carbamate , the RR values at LC50 were 30.22 - 70.02 for cypermethrin , 5.73 - 18.31 for deltamethrin , and 4.39 - 15.50 for methomyl .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O	This is the first report of resistance to different classes of insecticides in Pakistani dairy populations of house flies .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	Regular insecticide resistance monitoring programs on dairy farms are needed to prevent field control failures .
None	O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O	Moreover , integrated approaches including the judicious use of insecticides are needed to delay the development of insecticide resistance in house flies .
None	O O O O O O O O B-CHEMICAL O O	O O O O O O O O B-GENE-Y O O	Effect of antidepressant drugs in mice lacking the norepinephrine transporter .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	One of the main theories concerning the mechanism of action of antidepressant drugs ( ADs ) is based on the notion that the neurochemical background of depression involves an impairment of central noradrenergic transmission with a concomitant decrease of the norepinephrine ( NE ) in the synaptic gap .
None	O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O	Many ADs increase synaptic NE availability by inhibition of the reuptake of NE .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Using mice lacking NE transporter ( NET-/- ) we examined their baseline phenotype as well as the response in the forced swim test ( FST ) and in the tail suspension test ( TST ) upon treatment with ADs that display different pharmacological profiles .
None	O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O O O O O O	In both tests , the NET-/- mice behaved like wild-type ( WT ) mice acutely treated with ADs .
None	O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O B-GENE-N O O O O O O O O O	Autoradiographic studies showed decreased binding of the beta-adrenergic ligand [3H]CGP12177 in the cerebral cortex of NET-/- mice , indicating the changes at the level of beta-adrenergic receptors similar to those obtained with ADs treatment .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O	O O O O O B-GENE-N O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O	The binding of [3H]prazosin to alpha1-adrenergic receptors in the cerebral cortex of NET-/- mice was also decreased , most probably as an adaptive response to the sustained elevation of extracellular NE levels observed in these mice .
(32, 28, CPR_4) , (34, 28, CPR_4) , (37, 28, CPR_4)	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O	O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O	A pronounced NET knockout-induced shortening of the immobility time in the TST ( by ca 50 % ) compared to WT mice was not reduced any further by NET-inhibiting ADs such as reboxetine , desipramine , and imipramine .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O O O B-GENE-Y O O	Citalopram , which is devoid of affinity for the NET , exerted a significant reduction of immobility time in the NET-/- mice .
None	O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O	In the FST , reboxetine , desipramine , imipramine , and citalopram administered acutely did not reduce any further the immobility time shortened by NET knockout itself ( ca 25 % ) ; however , antidepressant-like action of repeatedly ( 7 days ) administered desipramine was observed in NET-/- mice , indicating that the chronic presence of this drug may also affect other neurochemical targets involved in the behavioral reactions monitored by this test .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O B-GENE-N O O O O O O O O O O O O O O	From the present study , it may be concluded that mice lacking the NET may represent a good model of some aspects of depression-resistant behavior , paralleled with alterations in the expression of adrenergic receptors , which result as an adaptation to elevated levels of extracellular NE .
(20, 13, CPR_4)	O O O O O B-CHEMICAL O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O	In vitro inhibitory effects of non-steroidal anti-inflammatory drugs on 4-methylumbelliferone glucuronidation in recombinant human UDP-glucuronosyltransferase 1A9 - -potent inhibition by niflumic acid .
None	O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O	O O O O O O O O O O O B-GENE-Y O O O O O O O O O B-GENE-Y O O O O O O O O O O O O	The inhibitory potencies of non-steroidal anti-inflammatory drugs ( NSAIDs ) on UDP-glucuronosyltransferase ( UGT ) 1A9 activity were investigated in recombinant human UGT1A9 using 4-methylumbelliferone ( 4-MU ) as a substrate for glucuronidation .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	4-MU glucuronidation ( 4-MUG ) showed Michaelis-Menten kinetics with a Km value of 6.7 microM. The inhibitory effects of the following seven NSAIDs were investigated : acetaminophen , diclofenac , diflunisal , indomethacin , ketoprofen , naproxen and niflumic acid .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Niflumic acid had the most potent inhibitory effect on 4-MUG with an IC50 value of 0.0341 microM. The IC50 values of diflunisal , diclofenac and indomethacin were 1.31 , 24.2 , and 34.1 microM , respectively , while acetaminophen , ketoprofen and naproxen showed less potent inhibition .
None	B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Niflumic acid , diflunisal , diclofenac and indomethacin inhibited 4-MUG competitively with Ki values of 0.0275 , 0.710 , 53.3 and 69.9 microM , respectively , being similar to each IC50 value .
(9, 18, CPR_4)	O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O	In conclusion , of the seven NSAIDs investigated , niflumic acid was the most potent inhibitor of recombinant UGT1A9 via 4-MUG in a competitive manner .
None	O O B-CHEMICAL O O O O O O B-CHEMICAL O B-CHEMICAL O O	O O O O O O O O O B-GENE-N O O O O	Affinities of venlafaxine and various reuptake inhibitors for the serotonin and norepinephrine transporters .
None	O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O B-CHEMICAL O O O O O B-CHEMICAL O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O O O O O O O B-GENE-N O O O O O O O O O O O O O O O O O O O	In vitro radioligand binding studies were carried out in rat brain membranes to assess the affinity of various reuptake inhibitors for the serotonin ( 5-hydroxytryptamine , 5-HT ) and the norepinephrine transporters using the selective ligands [3H]cyanoimipramine and [3H]nisoxetine , respectively .
None	O O B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O B-CHEMICAL O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O B-GENE-Y O O	The selective 5-HT reuptake inhibitors paroxetine , indalpine and fluvoxamine displayed a high affinity for the 5-HT transporter , whereas the norepinephrine reuptake inhibitor desipramine had a high affinity for the norepinephrine transporter .
None	B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O B-GENE-N O O O O O	Duloxetine , a dual 5-HT and norepinephrine reuptake inhibitor , displayed a high affinity for both the 5-HT and the norepinephrine transporters .
None	O O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O	Interestingly , venlafaxine , a dual 5-HT and norepinephrine reuptake inhibitor , displayed only a moderate affinity for the 5-HT transporter ( Ki = 74 nM ) and a very low affinity for the norepinephrine transporter ( Ki = 1.26 microM ) .
None	O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O B-CHEMICAL O O O O	O O O O O O O O O O O O O O O O O O O	The relatively low affinities of venlafaxine contrast with its potent in vivo 5-HT and norepinephrine reuptake blocking properties .
None	O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	These results raise the possibility that the in vivo effects on the 5-HT and norepinephrine reuptake observed with venlafaxine may not be mediated solely by its binding to the [3H]cyanoimipramine and [3H]nisoxetine binding sites .
None	O O O O O O O O O O O	O O O O O O O B-GENE-Y O B-GENE-Y O	Xanthurenic aciduria due to a mutation in KYNU encoding kynureninase .
None	O O O O B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	Massive urinary excretion of xanthurenic acid , 3-hydroxykynurenine and kynurenine , known as xanthurenic aciduria or hydroxykynureninuria , in a young Somali boy suggested kynureninase deficiency .
None	O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O B-GENE-N O O O O O B-GENE-N O B-GENE-N O O O	Mutation analysis of KYNU encoding kynureninase of the index case revealed homozygosity for a c.593 A > G substitution leading to a threonine-to-alanine ( T198A ) shift .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	A younger brother was found to have a similar excretion pattern and the same genotype .
None	O O O O O O O O O O O O O O	O O O O O O O O O O O O O O	At present , neither of the two boys has symptoms of niacin deficiency .
None	O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O	This is the first report linking xanthurenic aciduria to a mutation in the gene encoding kynureninase .
None	B-CHEMICAL O O O B-CHEMICAL O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O B-GENE-Y O O O O O O O O O O O	Co-C bond activation in methylmalonyl-CoA mutase by stabilization of the post-homolysis product Co2 + cobalamin .
None	O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O O O O O O O O B-CHEMICAL O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Despite decades of research , the mechanism by which coenzyme B12 ( adenosylcobalamin , AdoCbl)-dependent enzymes promote homolytic cleavage of the cofactor 's Co-C bond to initiate catalysis has continued to elude researchers .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O	In this work , we utilized magnetic circular dichroism spectroscopy to explore how the electronic structure of the reduced B12 cofactor ( i.e. , the post-homolysis product Co2 + Cbl ) is modulated by the enzyme methylmalonyl-CoA mutase .
None	O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Our data reveal a fairly uniform stabilization of the Co 3d orbitals relative to the corrin pi/pi*-based molecular orbitals when Co2 + Cbl is bound to the enzyme active site , particularly in the presence of substrate .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Contrastingly , our previous studies ( Brooks , A. J. ; Vlasie , M. ; Banerjee , R. ; Brunold , T. C. J. Am . Chem .
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O	Soc . 2004 , 126 , 8167 - 8180 . ) showed that when AdoCbl is bound to the MMCM active site , no enzymatic perturbation of the Co3 + Cbl electronic structure occurs , even in the presence of substrate ( analogues ) .
None	O O O O O O O O O B-CHEMICAL O O O O O O O O O B-CHEMICAL O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Collectively , these observations provide direct evidence that enzymatic Co-C bond activation involves stabilization of the post-homolysis product , Co2 + Cbl , rather than destabilization of the Co3 + Cbl  ground  state .
None	O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O O O O	Neurotoxicity of  ecstasy  and its metabolites in human dopaminergic differentiated SH-SY5Y cells .
None	B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	Ecstasy ( 3,4-methylenedioxymethamphetamine or MDMA ) is a widely abused recreational drug , reported to produce neurotoxic effects , both in laboratory animals and in humans .
